timestamp,station_id,voltage_pu,current_pu,real_power_mw,reactive_power_mvar,power_factor
2024-01-01 00:00:00,SUB_001,0.9972347139765763,69.03965574953112,68.84874135442496,31.40868862261344,0.9097990912717108
2024-01-01 01:00:00,SUB_001,1.0063780436937877,63.15089694525083,63.55367612526952,43.79933179613837,0.8233991780504304
2024-01-01 02:00:00,SUB_001,1.015348694583058,78.70243684135993,79.91041650738038,59.290526537578494,0.8030876741443704
2024-01-01 03:00:00,SUB_001,0.989496603856437,72.88045774927606,72.1149654304112,48.92860849657784,0.8275106764780151
2024-01-01 04:00:00,SUB_001,0.961734395106844,82.44114283822842,79.28648263944054,46.03672001837569,0.8647917527963174
2024-01-01 05:00:00,SUB_001,0.9695224800476828,87.89503453623632,85.21621186744858,59.27666289128642,0.8209240790978063
2024-01-01 06:00:00,SUB_001,0.9717539259732941,81.91257851214361,79.59886975577125,45.44944748892415,0.8684104976325554
2024-01-01 07:00:00,SUB_001,1.0119544093382522,82.90184841227725,83.89289104309535,45.93251339992768,0.8771351657620418
2024-01-01 08:00:00,SUB_001,1.0022184517941972,86.87353360473233,87.066258351226,44.332225165217814,0.8911317277852158
2024-01-01 09:00:00,SUB_001,1.0189487964209327,87.67312169106042,89.33442182557198,63.59737724869626,0.8146508171009577
2024-01-01 10:00:00,SUB_001,1.0370455636901788,88.3574498010661,91.63070133517326,64.36199234687219,0.8183057352267169
2024-01-01 11:00:00,SUB_001,0.9998894427535975,94.00153620142387,93.99114365042384,35.225642919296725,0.9363980603118173
2024-01-01 12:00:00,SUB_001,0.9755831270005796,105.03903484782785,102.47431007396675,64.38015541613393,0.8467566614134117
2024-01-01 13:00:00,SUB_001,1.0238727944856463,110.95935810615264,113.60826805848005,77.0167419184124,0.8277281683288291
2024-01-01 14:00:00,SUB_001,1.0034273656237993,104.03731224049868,104.39388614806424,74.69172462196286,0.8132738753077879
2024-01-01 15:00:00,SUB_001,0.9683341157292622,99.40149517028273,96.25385892788225,61.99723886430848,0.8407023547660845
2024-01-01 16:00:00,SUB_001,1.0211424445243784,97.14264581127823,99.19647881129453,63.51978405848852,0.8421401764531071
2024-01-01 17:00:00,SUB_001,1.0026885776525605,95.39006053377247,95.64652411879996,40.65016865816847,0.9203295471131059
2024-01-01 18:00:00,SUB_001,1.0122335257768174,96.14080226385859,97.3169432465574,72.77781106372,0.8008283175685404
2024-01-01 19:00:00,SUB_001,1.0177549691918673,100.83695971120896,102.62731682428304,46.952164004425946,0.9093510752061481
2024-01-01 20:00:00,SUB_001,0.9938157524829757,94.75146440582375,94.16549789733762,37.374706424972686,0.929465513881339
2024-01-01 21:00:00,SUB_001,1.0219929395156964,87.20081888641084,89.11862122189886,64.62876467037509,0.8095337525429036
2024-01-01 22:00:00,SUB_001,0.9760758675183866,91.29163264003303,89.1075595262901,40.74357688504106,0.9094409267507096
